5.241111524111152e-10, 5.072855507285551e-10, -1.822835182283518e-10, -5.551115e-17, -3.330669e-16, 2.220446e-16
0.0015335290532803461, 0.004327049773206242, -0.0007055787270260117, -0.01101102, -0.01712164, 0.961713
0.0021292968507853295, 0.005223291230054096, 0.001395089602753755, -0.01699529, -0.03304158, 1.924885
0.002196986836495665, 0.000911193691230969, 0.0028772262956112547, -0.03106702, -0.06341853, 2.888054
0.0014269505761865108, -0.005546402995258968, 0.004370363434810188, -0.04462738, -0.09503621, 3.848312
4.93041473752557e-05, -0.004659594061235595, 0.008800631189407295, -0.05337242, -0.1222173, 4.806551
-0.0009928840602122955, -0.0016082328764129633, 0.011543082259798115, -0.06458549, -0.1448705, 5.738958
-0.0017919539202312408, 0.0014632665571191214, 0.012106209281400564, -0.07542792, -0.1535673, 6.676395
-0.0025962019653392853, 0.002115607772765377, 0.01147740879058418, -0.08936429, -0.1678814, 7.606157
-0.0035470158255397452, -0.00019150521859935096, 0.010825542574011615, -0.1013034, -0.1791661, 8.535486
-0.004252945899627192, -0.0031190193445236694, 0.010759850487109616, -0.1141317, -0.1865848, 9.465868
-0.005254607173330376, -0.004428373870044526, 0.01092854555954683, -0.1275574, -0.1916301, 10.38892
-0.005868140862332623, -0.005084327197983236, 0.01249335690981285, -0.1421945, -0.1997185, 11.33952
-0.006826354668634969, -0.0049733086702711, 0.012665275614843728, -0.1548813, -0.2155601, 12.22345
-0.007500961355219948, -0.003394730880073724, 0.01289855266507186, -0.1693123, -0.2354858, 13.13325
-0.009034616027530444, -0.0011778173836723244, 0.013377328679217291, -0.1849063, -0.2602522, 14.04136
-0.010520174718460172, 0.00010341100619547851, 0.014687238690081027, -0.1992846, -0.2760574, 14.94552
-0.012186554623765094, 0.0006616172654788815, 0.014320203264359206, -0.2169483, -0.2851106, 15.84627
-0.013637250615470291, 0.0015693387741862114, 0.013021605182976634, -0.236713, -0.293361, 16.74309
-0.01536187583602248, 0.0016336658482825714, 0.011573024925230699, -0.2548521, -0.2982439, 17.63484
-0.016919261824825123, 0.0006787551808896562, 0.01212719048531483, -0.2730779, -0.3044055, 18.52684
-0.01825701052302209, -0.0007061476265807191, 0.011499296694819932, -0.2937433, -0.3138402, 19.41419
-0.019760067282745073, -0.0010386272251258482, 0.011345840643382836, -0.3146034, -0.3236882, 20.29478
-0.02149492578323825, -0.0009685079747402304, 0.012491872099153988, -0.3335669, -0.3220398, 21.1689
-0.023090144820532586, -0.0003318073324464241, 0.012699193441701064, -0.3517749, -0.3205089, 22.03793
-0.02411432578789366, -0.0007899131231104439, 0.012636840827647811, -0.372549, -0.3172185, 22.90089
-0.02516738285344993, -0.002747132581624991, 0.012440628382563332, -0.3933684, -0.3159266, 23.75773
-0.02599173548438768, -0.005601342579920412, 0.013788823934706476, -0.4121035, -0.3140241, 24.61543
-0.02667900152928801, -0.006953794512339229, 0.013467383241873314, -0.4280328, -0.3057383, 25.44218
-0.0274406400512447, -0.005760483111845452, 0.012988211490963795, -0.4474023, -0.2988492, 26.26621
-0.0281970857379124, -0.0030064687423822993, 0.011519527198366143, -0.4690774, -0.293049, 27.08037
-0.02897382520155061, -0.0014019506075934318, 0.010968451414753172, -0.491623, -0.2934051, 27.87697
-0.029914266342833357, -0.0009386494954610084, 0.010237083937410211, -0.5147234, -0.2982767, 28.66957
-0.03132448962376944, -0.0005283531715125775, 0.010446212481429407, -0.5377287, -0.3030386, 29.45471
-0.03319091478756921, 9.415537275078558e-05, 0.010122623547485773, -0.5610502, -0.3024561, 30.22665
-0.03503883631483214, 0.00047999306052859945, 0.01012950522084651, -0.5837097, -0.2893166, 30.99325
-0.037099021057549635, -0.0006466133106278248, 0.01048578555831331, -0.6098827, -0.284946, 31.75331
-0.03906313616160657, -0.0032894410198578404, 0.010578394937281925, -0.6373473, -0.2859582, 32.49745
